Brand,Price,Body,Mileage,EngineV,Engine Type,Registration,Year,Model
Volkswagen,12999,van,160000,2,Diesel,yes,2011,T6 (Transporter)
Toyota,24842.03,sedan,0,1.8,Petrol,yes,2016,Avensis
Audi,7200,sedan,300000,NA,Gas,yes,1999,A6
Mitsubishi,8400,sedan,250000,2,Petrol,yes,2007,Lancer X
Toyota,15500,sedan,129000,3.5,Other,yes,2008,Camry
BMW,13999,sedan,265000,3,Diesel,yes,2005,730
Mitsubishi,10200,sedan,104000,NA,Gas,yes,2008,Lancer X
Toyota,42900,crossover,51000,3,Diesel,yes,2013,Land Cruiser Prado
Volkswagen,47777,sedan,91000,3,Diesel,yes,2012,Phaeton
Toyota,NA,crossover,0,4.5,Diesel,yes,2016,Land Cruiser 200
Renault,7550,hatch,155000,2,Petrol,yes,2007,Laguna
BMW,68500,sedan,43000,4.4,Petrol,yes,2013,750
Volkswagen,8400,van,300000,2.5,Diesel,yes,2004,T5 (Transporter)
Renault,24193.65,van,1000,1.6,Diesel,yes,2015,Trafic
Renault,14700,crossover,61000,1.5,Diesel,yes,2013,Duster
Renault,8300,van,127000,1.5,Diesel,yes,2011,Kangoo
Volkswagen,19000,vagon,185000,2,Diesel,yes,2011,Passat B7
BMW,3700,sedan,305000,1.9,Petrol,no,2000,318
BMW,4500,sedan,307000,2.5,Petrol,yes,1994,525
Toyota,9400,sedan,140000,1.6,Petrol,yes,2008,Corolla
Toyota,25000,crossover,115000,5.7,Petrol,yes,2007,Tundra
Volkswagen,18000,sedan,110000,2,Diesel,yes,2013,Passat B7
Toyota,12300,sedan,135000,2.4,Petrol,yes,2006,Camry
Mercedes-Benz,20500,sedan,235000,2.2,Diesel,yes,2007,E-Class
Renault,11900,other,162000,2.3,Other,yes,2011,Master
BMW,3990,sedan,350000,2.5,Petrol,yes,1995,525
BMW,2200,sedan,290000,1.6,Petrol,yes,1985,316
Mercedes-Benz,13600,van,190000,2.2,Diesel,yes,2009,Vito
BMW,17300,sedan,180000,3,Diesel,yes,2007,730
Mercedes-Benz,12500,van,386000,2.2,Diesel,yes,2008,Sprinter 313
BMW,13900,crossover,184000,3,Gas,yes,2004,X5
BMW,39600,crossover,98000,3,Petrol,yes,2011,X6
Volkswagen,11700,van,185000,1.4,Petrol,yes,2008,Cross Touran
Audi,7200,sedan,250000,2.4,Gas,yes,1998,A6
Audi,10999,sedan,200000,1.8,Petrol,yes,2006,A4
Renault,7900,vagon,105000,1.5,Diesel,yes,2010,Kangoo
Mercedes-Benz,13900,other,168000,5,Petrol,yes,2002,CL 500
Volkswagen,4500,vagon,390000,1.9,Diesel,yes,1996,Passat B4
Toyota,9000,crossover,180000,1.8,Gas,yes,2003,Matrix
Renault,10500,vagon,233000,1.5,Diesel,yes,2009,Laguna
Mercedes-Benz,13000,sedan,220000,5,Petrol,yes,2003,S 500
Renault,7300,van,186000,1.5,Diesel,yes,2010,Kangoo
Toyota,21999,sedan,80000,2.5,Other,yes,2012,Camry
Mitsubishi,10500,sedan,57000,1.5,Gas,yes,2011,Lancer X
BMW,NA,crossover,8000,2,Diesel,yes,2016,X5
Renault,8300,van,137000,1.5,Diesel,yes,2014,Kangoo
Mitsubishi,12300,other,175000,2.5,Diesel,yes,2008,L 200
Renault,14999,van,54000,66,Other,yes,2012,Kangoo
Mercedes-Benz,2900,sedan,282000,2.2,Diesel,no,2000,210
Mercedes-Benz,12950,sedan,313000,3.2,Diesel,yes,2003,S 320
BMW,23500,crossover,140000,4.8,Petrol,yes,2008,X5
Audi,33300,crossover,71000,2,Petrol,yes,2011,Q5
Mitsubishi,8200,crossover,210000,2.4,Gas,yes,2007,Outlander
Audi,1900,sedan,450000,2.5,Diesel,no,1996,A6
Volkswagen,7800,sedan,220000,1.8,Gas,yes,2002,Passat B5
Volkswagen,15900,sedan,103000,NA,Petrol,yes,2012,Jetta
Toyota,21800,crossover,170000,4,Gas,yes,2006,Land Cruiser Prado
Mercedes-Benz,22900,sedan,74000,2.2,Diesel,yes,2011,C-Class
Audi,2350,vagon,250000,NA,Diesel,no,2001,A6
Volkswagen,8500,other,200000,1.6,Diesel,yes,2011,Caddy
Audi,16700,vagon,131000,2,Diesel,yes,2009,A4
Toyota,10100,sedan,142000,2.4,Petrol,yes,2007,Camry
Renault,7700,van,125000,1.5,Diesel,yes,2012,Kangoo
Mitsubishi,10800,crossover,190000,3,Gas,yes,2006,Pajero Sport
Mercedes-Benz,4700,sedan,1000,1.8,Petrol,yes,1996,C-Class
Audi,5999,vagon,248000,2.5,Diesel,yes,2000,A6
Renault,5800,van,143000,1.5,Diesel,yes,2007,Kangoo
Mitsubishi,5400,sedan,200000,1.6,Gas,yes,2005,Lancer
Audi,3000,vagon,270000,2.5,Diesel,yes,1998,A4
Mitsubishi,3200,sedan,330000,1.3,Gas,yes,1996,Lancer
Mercedes-Benz,43999,sedan,132000,3,Diesel,yes,2010,S 350
Audi,3600,vagon,250000,2.5,Other,yes,1999,A6
Mercedes-Benz,5500,van,400000,2.3,Diesel,yes,1996,Vito
Volkswagen,10200,sedan,129000,2,Petrol,yes,2006,Passat B6
Mercedes-Benz,2990,sedan,300000,2.8,Gas,yes,1979,S 280
Mercedes-Benz,31500,sedan,123000,2.2,Diesel,yes,2011,E-Class
Toyota,11500,sedan,110000,1.6,Petrol,yes,2011,Corolla
Mitsubishi,10888,sedan,63000,2,Petrol,yes,2012,Lancer X
Toyota,38500,crossover,20000,5.7,Gas,yes,2014,Tundra
Audi,4500,vagon,206000,2.5,Diesel,no,2003,A6
Volkswagen,55555,van,63000,2,Diesel,yes,2013,Multivan
Volkswagen,13999,crossover,150000,2.5,Diesel,yes,2005,Touareg
Mercedes-Benz,177777,crossover,0,5.5,Petrol,yes,2016,G 63 AMG
BMW,15000,other,205000,NA,Petrol,yes,2004,530
Volkswagen,6700,van,300000,2.5,Diesel,yes,1997,T4 (Transporter)
Renault,7100,van,135000,1.5,Diesel,yes,2013,Kangoo
Audi,81500,sedan,0,3,Petrol,yes,2016,A7
Renault,6200,van,122000,1.5,Diesel,yes,2007,Kangoo
Mercedes-Benz,42500,sedan,110000,3,Diesel,yes,2011,S 350
BMW,75000,crossover,16000,3,Diesel,yes,2015,X6
BMW,48550,other,147000,4,Diesel,yes,2012,X5
Mercedes-Benz,11000,crossover,148000,3.2,Petrol,yes,2001,ML 320
BMW,7500,sedan,275000,2,Gas,yes,1998,520
Toyota,2999,vagon,5000,1.3,Petrol,yes,1989,Corolla
BMW,22500,other,100000,3,Petrol,yes,2007,630
Volkswagen,12800,other,298000,NA,Diesel,yes,2005,T5 (Transporter)
Volkswagen,11900,van,273000,2.5,Diesel,yes,2003,T4 (Transporter)
Volkswagen,17900,crossover,167000,3,Diesel,yes,2007,Touareg
Renault,6700,van,118000,1.5,Diesel,yes,2012,Kangoo
BMW,22900,other,25000,3,Petrol,yes,2008,325
Mercedes-Benz,6800,sedan,286000,NA,Other,yes,2000,E-Class
Toyota,9300,sedan,170000,1.8,Gas,yes,2006,Avensis
Volkswagen,20350,vagon,111000,2,Diesel,yes,2012,Passat B7
Volkswagen,72000,crossover,0,3,Diesel,yes,2016,Touareg
BMW,16800,crossover,250000,3,Diesel,yes,2004,X5
Toyota,8900,sedan,115000,1.6,Petrol,yes,2008,Corolla
Mitsubishi,22800,crossover,43000,2.4,Petrol,yes,2013,Outlander
Mercedes-Benz,8500,sedan,500000,3.2,Diesel,yes,2000,E-Class
Volkswagen,8800,sedan,86000,1.6,Petrol,yes,2012,Polo
Volkswagen,14100,vagon,115000,2,Diesel,yes,2011,Caddy
Mitsubishi,9200,sedan,84000,2,Petrol,yes,2009,Lancer X
Toyota,75500,crossover,50000,4.6,Petrol,yes,2015,Land Cruiser 200
Volkswagen,2900,sedan,2000,1.8,Petrol,yes,1989,Passat B3
Audi,6100,sedan,305000,1.6,Other,yes,1996,A4
Volkswagen,NA,van,239000,2,Diesel,yes,2012,T5 (Transporter)
Renault,7245,sedan,87000,1.4,Petrol,yes,2008,Megane
Renault,2500,sedan,170000,1.9,Diesel,no,2003,Scenic
Renault,11200,vagon,165000,1.5,Diesel,yes,2012,Megane
Audi,NA,crossover,0,3,Diesel,yes,2015,Q7
Renault,13500,van,198000,1.5,Diesel,yes,2012,Grand Scenic
Audi,13700,sedan,300000,2,Diesel,yes,2005,A6
Renault,6100,van,280000,90,Diesel,yes,2008,Kangoo
Audi,4300,sedan,340000,2.4,Gas,yes,1998,A6
Volkswagen,9999,van,310000,2.5,Diesel,yes,2007,T5 (Transporter)
Mercedes-Benz,6500,sedan,435000,3.2,Petrol,yes,1994,S 140
Mercedes-Benz,11400,van,174000,2.2,Diesel,yes,2012,Vito
Toyota,10500,sedan,180000,3.5,Petrol,yes,2007,Camry
Renault,2999,van,245000,1.5,Diesel,yes,2003,Kangoo
Mercedes-Benz,29500,crossover,180000,3.2,Diesel,yes,2008,GL 320
Audi,27000,other,222000,NA,Diesel,yes,2007,Q7
Mercedes-Benz,8000,sedan,300000,2,Petrol,yes,2000,E-Class
Mercedes-Benz,NA,sedan,0,2.2,Diesel,yes,2016,V 250
Mitsubishi,10500,sedan,130000,2,Petrol,yes,2008,Lancer X
Mercedes-Benz,11400,sedan,220000,5,Petrol,yes,2004,S 500
Volkswagen,8300,hatch,147000,1.6,Gas,yes,2006,Golf Plus
Audi,6900,sedan,250000,2.4,Gas,yes,1999,A6
Mercedes-Benz,8500,other,210000,4.3,Gas,yes,2000,ML 430
Volkswagen,17300,crossover,148000,3,Diesel,yes,2007,Touareg
Mercedes-Benz,NA,crossover,1000,3,Diesel,yes,2016,GLS 350
Volkswagen,3500,vagon,215000,2,Petrol,yes,1993,Passat B3
Mercedes-Benz,249999,other,3000,5.5,Petrol,yes,2016,S 63 AMG
Volkswagen,5000,hatch,220000,1.4,Petrol,yes,2003,Polo
Mitsubishi,6900,sedan,118000,1.6,Petrol,yes,2007,Lancer
Toyota,5500,crossover,188000,2,Petrol,yes,1999,Rav 4
BMW,17900,other,98000,3,Petrol,yes,2007,Z4
Volkswagen,11500,van,210000,2,Diesel,yes,2012,Caddy
BMW,7200,sedan,448000,3,Petrol,yes,1996,730
Volkswagen,12800,vagon,167000,1.6,Diesel,yes,2011,Golf Variant
Volkswagen,7000,van,350000,1,Other,yes,2004,T5 (Transporter) 
BMW,8400,sedan,220000,2.2,Gas,yes,2001,5 Series
Audi,3000,van,11000,1.9,Diesel,no,1999,A6
Renault,5200,sedan,160000,1.4,Gas,yes,2008,Symbol
Mitsubishi,5700,vagon,120000,1.3,Petrol,yes,2005,Colt
Mitsubishi,6500,crossover,285000,2.5,Diesel,yes,1991,Pajero
Volkswagen,2300,vagon,200000,1.9,Diesel,no,1999,Passat B5
Volkswagen,7700,van,228000,1.9,Diesel,yes,2006,Caddy
Volkswagen,10999,van,110000,1.6,Diesel,yes,2012,Caddy
BMW,8700,other,212000,3,Diesel,no,2004,730
Mercedes-Benz,7200,sedan,312000,3.2,Petrol,yes,2000,E-Class
BMW,39000,crossover,38000,3,Petrol,yes,2009,X6
Mitsubishi,11999,crossover,235000,3,Gas,yes,2007,Pajero Wagon
Mercedes-Benz,129999,crossover,1000,2.99,Diesel,yes,2016,GLS 350
Volkswagen,18100,other,195000,2,Diesel,yes,2011,T5 (Transporter)
Mitsubishi,1600,vagon,185000,1.3,Petrol,no,2000,Space Star
Mercedes-Benz,138000,crossover,0,3,Diesel,yes,2016,G 350
Mercedes-Benz,NA,sedan,34000,3.5,Diesel,yes,2014,S 350
Renault,2650,vagon,1000,1,Diesel,no,2006,Laguna
Volkswagen,23300,sedan,115000,1.8,Petrol,yes,2012,Passat CC
BMW,25500,crossover,210000,3,Gas,yes,2008,X5
Volkswagen,20900,sedan,122000,2,Petrol,yes,2012,Passat B7
Renault,3700,hatch,310000,2,Petrol,yes,1996,Laguna
Toyota,9500,sedan,125000,1.6,Petrol,yes,2009,Corolla
Mercedes-Benz,61500,crossover,121000,3,Diesel,yes,2013,GL 350
Toyota,NA,crossover,43000,2.2,Diesel,yes,2013,Rav 4
Volkswagen,8800,other,217000,1.9,Diesel,yes,2005,Passat B5
BMW,34900,vagon,136000,2,Diesel,yes,2012,520
Audi,3600,vagon,200000,2.5,Diesel,yes,1999,A6
Mercedes-Benz,28000,other,12000,1.8,Petrol,yes,2013,C-Class
Mercedes-Benz,140000,crossover,88000,5.46,Petrol,yes,2013,G 63 AMG
BMW,25800,sedan,203000,2,Diesel,yes,2010,520
Mitsubishi,25999,crossover,86000,3.2,Diesel,yes,2011,Pajero Wagon
Volkswagen,29600,sedan,11000,1.4,Petrol,yes,2016,Passat B8
BMW,3200,sedan,178000,1.9,Petrol,no,2001,318
Mercedes-Benz,6900,van,200000,2.3,Diesel,yes,1999,Vito
Mercedes-Benz,3550,sedan,274000,3.2,Diesel,no,2002,E-Class
BMW,2900,vagon,230000,2,Diesel,no,2001,320
Mercedes-Benz,11500,van,307000,2.2,Diesel,yes,2007,Vito
Volkswagen,11800,van,218000,1.9,Diesel,yes,2008,T5 (Transporter)
Mercedes-Benz,69900,sedan,76000,6,Petrol,yes,2010,S 65 AMG
Audi,23000,other,115000,1.8,Petrol,yes,2008,S4
Renault,6500,van,186000,1.5,Diesel,yes,2012,Kangoo
Volkswagen,6000,vagon,284000,1.9,Other,yes,2001,Golf IV
Toyota,17200,sedan,50000,1.6,Petrol,yes,2013,Corolla
Toyota,76500,crossover,29000,4.5,Diesel,yes,2014,Land Cruiser 200
Volkswagen,6800,vagon,160000,2.8,Petrol,yes,2001,Sharan
Mercedes-Benz,250000,other,6000,5.5,Petrol,yes,2016,S 63 AMG
Volkswagen,3750,sedan,262000,1.8,Petrol,yes,1994,Vento
Volkswagen,8000,other,300000,2.5,Diesel,yes,2007,T5 (Transporter)
Mercedes-Benz,58500,crossover,128000,3,Diesel,yes,2013,ML 350
Renault,4999,sedan,114000,1.4,Other,yes,2006,Clio
BMW,NA,crossover,6000,4.4,Petrol,yes,2016,X5 M
Volkswagen,15800,sedan,56000,1.4,Other,yes,2013,Jetta
Volkswagen,9250,sedan,200000,2,Diesel,yes,2007,Passat B6
Mitsubishi,11300,crossover,128000,2.4,Gas,yes,2008,Outlander
Audi,1400,sedan,250000,1.8,Petrol,no,1993,80
Toyota,80000,crossover,23000,4.5,Diesel,yes,2014,Land Cruiser 200
BMW,11900,sedan,1000,2.8,Petrol,yes,2002,528
Volkswagen,9500,hatch,29000,1.4,Petrol,yes,2014,Polo
BMW,10999,other,162000,2.2,Petrol,yes,2002,320
Audi,23500,crossover,119000,4.2,Gas,yes,2007,Q7
BMW,24500,crossover,170000,4.8,Gas,yes,2007,X5
Mitsubishi,6000,sedan,150000,1.8,Gas,yes,2004,Virage
Mitsubishi,17500,crossover,194000,3.2,Diesel,yes,2008,Pajero Wagon
Toyota,9300,sedan,107000,1.8,Gas,yes,2007,Avensis
BMW,3500,vagon,280000,3,Diesel,no,2001,330
BMW,41500,vagon,42000,2,Petrol,yes,2012,X3
Volkswagen,10300,other,215000,1.9,Other,yes,2007,T5 (Transporter)
Mercedes-Benz,NA,crossover,1000,3,Petrol,yes,2015,GLE-Class
Audi,2200,vagon,280000,2.5,Diesel,no,2002,A6 Allroad
Renault,19692.08,crossover,0,1.5,Diesel,yes,2016,Duster
Renault,7850,van,187000,1.5,Diesel,yes,2010,Kangoo
Mercedes-Benz,NA,sedan,42000,3,Diesel,yes,2014,S 350
Volkswagen,3950,hatch,280000,NA,Gas,yes,1996,Golf III
Toyota,20000,crossover,94000,4.5,Petrol,yes,2005,Land Cruiser 105
Audi,3800,sedan,253000,2.5,Diesel,no,1998,A6
BMW,13700,sedan,254000,3,Diesel,yes,2003,530
Toyota,31000,crossover,86000,2.2,Diesel,yes,2014,Rav 4
Volkswagen,14400,van,237000,2,Diesel,yes,2010,T5 (Transporter)
BMW,4700,sedan,200000,NA,Petrol,yes,1996,316
Toyota,17500,hatch,45000,1.6,Petrol,yes,2014,Auris
Renault,10396.23,vagon,1000,1.2,Petrol,yes,2015,Logan
BMW,27800,crossover,140000,3,Diesel,yes,2009,X5
Volkswagen,5800,sedan,200000,1.4,Petrol,yes,2000,Golf IV
Renault,5800,vagon,200000,1.46,Diesel,yes,2008,Grand Scenic
Audi,21500,vagon,165000,2,Diesel,yes,2010,A6
Volkswagen,3600,sedan,330000,2.8,Gas,yes,1994,Passat B4
BMW,6500,sedan,388000,3.5,Petrol,yes,1998,735
Volkswagen,10700,vagon,171000,1.9,Diesel,yes,2010,Caddy
BMW,3100,sedan,280000,2,Diesel,no,1999,320
Mercedes-Benz,38800,hatch,8000,NA,Other,yes,2015,B-Class Electric Drive
Mercedes-Benz,1350,vagon,240000,2.5,Diesel,no,1992,E-Class
Renault,NA,van,150000,2.5,Diesel,yes,2007,Trafic
Mercedes-Benz,4500,other,525000,2.3,Diesel,yes,1995,Sprinter 208
Mercedes-Benz,99000,sedan,0,3,Petrol,yes,2016,CLS 400
Mercedes-Benz,5600,vagon,355000,2.5,Diesel,yes,1996,250
Mercedes-Benz,8500,sedan,388000,4.3,Gas,yes,2000,S 430
BMW,24000,crossover,108000,2,Diesel,yes,2012,X1
Mitsubishi,9300,sedan,95000,2,Petrol,yes,2008,Lancer X
Toyota,15700,sedan,125000,3.5,Petrol,yes,2008,Camry
Volkswagen,9600,sedan,106000,1.6,Petrol,yes,2011,Polo
Volkswagen,21000,other,93000,2,Diesel,yes,2012,Passat B7
Mercedes-Benz,3500,sedan,303000,2.2,Diesel,no,2000,C-Class
Toyota,45500,crossover,65000,4,Gas,yes,2010,FJ Cruiser
Audi,20900,crossover,185000,4.2,Petrol,yes,2006,Q7
Mercedes-Benz,6999,other,168000,2.3,Petrol,yes,2001,CLK 230
Mitsubishi,7999,sedan,112000,2,Petrol,yes,2008,Lancer X
BMW,6500,sedan,1000,3,Petrol,yes,1995,730
BMW,29500,sedan,230000,3,Diesel,yes,2011,530
Renault,10300,van,138000,2,Diesel,yes,2011,Trafic
Volkswagen,6000,other,1000,2.5,Diesel,yes,1999,LT
Volkswagen,3300,vagon,193000,1.9,Diesel,no,2003,Passat B5
Volkswagen,2400,vagon,320000,1.9,Diesel,no,2000,Passat B5
Audi,23900,sedan,180000,3,Diesel,yes,2009,A6
Volkswagen,9300,sedan,148000,2,Petrol,yes,2006,Passat B6
Mitsubishi,1699,hatch,294000,1.6,Gas,yes,1992,Lancer
Volkswagen,34000,crossover,92000,3,Diesel,yes,2012,Touareg
Toyota,14500,other,82000,2,Gas,yes,2007,Rav 4
Volkswagen,10400,sedan,78000,1.6,Petrol,yes,2012,Polo
BMW,6100,sedan,266000,3.5,Petrol,no,1997,535
Volkswagen,7200,other,177000,1.9,Diesel,yes,2010,Caddy
Mercedes-Benz,14000,other,144000,2.2,Diesel,yes,2009,Vito
Mercedes-Benz,8900,other,213000,5,Other,yes,1999,CL 500
BMW,22100,hatch,42000,1.6,Petrol,yes,2013,116
Mercedes-Benz,33500,van,0,NA,Diesel,yes,2015,Sprinter 316
Mercedes-Benz,NA,sedan,20000,3,Diesel,yes,2015,S 350
Toyota,33950,other,65000,5.7,Petrol,yes,2013,Tundra
BMW,3499,sedan,101000,2.5,Petrol,yes,1990,525
Audi,28500,crossover,74000,2,Petrol,yes,2010,Q5
BMW,8800,crossover,284000,3,Diesel,no,2004,X5
Volkswagen,17200,other,15000,1.2,Petrol,yes,2014,Golf VII
Audi,3000,sedan,278000,2.5,Diesel,no,1999,A6
Toyota,25800,sedan,58000,2.5,Petrol,yes,2015,Camry
Mercedes-Benz,18500,sedan,143000,5.5,Petrol,yes,2007,S 550
Volkswagen,28793.04,van,0,1.6,Diesel,yes,2016,Caddy
BMW,42900,sedan,2000,2,Petrol,yes,2016,520
Toyota,11800,sedan,90000,1.8,Petrol,yes,2008,Avensis
Renault,7100,van,171000,1.5,Diesel,yes,2013,Kangoo
Volkswagen,22000,sedan,26000,1.8,Petrol,yes,2011,Passat CC
Volkswagen,2700,hatch,400000,1.8,Gas,yes,1989,Golf II
Toyota,7000,other,220000,1.8,Petrol,yes,2001,Celica
BMW,6499,other,230000,3,Diesel,no,2002,X5
Volkswagen,15700,sedan,110000,1.8,Petrol,yes,2011,Passat B7
Mitsubishi,8100,sedan,113000,2,Petrol,yes,2007,Lancer X
Mercedes-Benz,12200,other,287000,3.2,Petrol,yes,2000,ML 320
Renault,5400,sedan,96000,1.4,Petrol,yes,2007,Symbol
Mercedes-Benz,5400,sedan,285000,2.2,Diesel,no,2002,220
Volkswagen,7700,vagon,287000,1.9,Diesel,yes,2002,Sharan
BMW,34000,sedan,115000,5,Petrol,yes,2008,750
Audi,3900,sedan,302000,1.9,Diesel,no,2002,A6
Mercedes-Benz,15000,sedan,240000,5,Petrol,yes,2004,S 500
Volkswagen,8999,sedan,120000,2,Petrol,yes,2008,Passat B6
Volkswagen,2400,sedan,268000,99.99,Petrol,yes,1989,Passat B3
Mitsubishi,6300,sedan,116000,1.5,Petrol,yes,2008,Lancer X
Volkswagen,7999,van,210000,1.6,Gas,yes,2004,Touran
Toyota,25200,crossover,128000,4,Gas,yes,2007,Land Cruiser Prado
BMW,26999,sedan,131000,2,Diesel,yes,2011,520
Mercedes-Benz,4000,sedan,460000,2,Petrol,yes,1991,E-Class
Audi,16000,sedan,180000,3,Diesel,yes,2006,A6
Mitsubishi,9200,sedan,115000,2,Petrol,yes,2008,Lancer X
Volkswagen,7000,van,250000,2,Diesel,yes,2004,Caddy
Toyota,85000,crossover,1000,4.5,Diesel,yes,2016,Land Cruiser 200
Volkswagen,3200,sedan,320000,1.8,Gas,yes,1990,Passat B3
Renault,11000,hatch,127000,1.5,Diesel,yes,2012,Megane
Mercedes-Benz,13900,other,225000,NA,Other,yes,2008,Vito
Mitsubishi,10500,crossover,187000,2.4,Gas,yes,2008,Outlander
BMW,17500,sedan,102000,2,Petrol,yes,2011,320
Renault,7200,vagon,224000,1.5,Diesel,yes,2004,Megane
Toyota,8400,sedan,195000,2.4,Gas,yes,2004,Camry
Volkswagen,8350,van,1000,1.6,Diesel,yes,2011,Caddy
Audi,3200,vagon,244000,2,Other,no,2006,A4
Toyota,11999,sedan,147000,2.4,Petrol,yes,2010,Camry
Toyota,29900,crossover,144000,4,Gas,yes,2008,Land Cruiser 200
BMW,11500,sedan,290000,3,Diesel,yes,2001,730
Audi,NA,vagon,156000,3,Diesel,yes,2009,A6
Mitsubishi,13900,vagon,93000,3,Gas,yes,2007,Outlander XL
Mercedes-Benz,NA,sedan,300000,2.6,Petrol,yes,2002,E-Class
Renault,5000,van,245000,1.5,Diesel,yes,2003,Kangoo
Toyota,2350,hatch,211000,1.3,Petrol,yes,1987,Corolla
Volkswagen,12900,van,127000,1.6,Diesel,yes,2011,Caddy
Mercedes-Benz,8650,van,344000,2.2,Diesel,yes,2006,Vito
Toyota,22900,crossover,132000,2.7,Gas,yes,2012,Venza
Mercedes-Benz,13500,van,290000,2.2,Diesel,yes,2007,Vito
Audi,39999,crossover,45000,2,Diesel,yes,2014,Q5
Audi,2850,sedan,350000,NA,Gas,yes,1988,80
Volkswagen,3300,sedan,250000,1.9,Diesel,no,2000,Passat B5
Audi,32500,crossover,108000,2,Diesel,yes,2012,Q5
Mitsubishi,13300,crossover,135000,3,Petrol,yes,2009,Outlander XL
Volkswagen,2900,vagon,257000,1.9,Diesel,no,2003,Passat B5
Volkswagen,2900,sedan,315000,1.6,Gas,yes,1990,Passat B3
Mercedes-Benz,21000,crossover,208000,3.5,Petrol,yes,2007,ML 350
Mercedes-Benz,NA,crossover,1000,3,Petrol,yes,2016,GLE-Class
Toyota,89000,crossover,61000,4.5,Diesel,yes,2011,Land Cruiser 200
Volkswagen,23500,crossover,48000,2,Diesel,yes,2012,Tiguan
Mitsubishi,4200,van,350000,1.8,Gas,yes,1992,Space Wagon
Mercedes-Benz,70500,crossover,99000,5.5,Petrol,yes,2009,G 55 AMG
Mercedes-Benz,124000,crossover,0,4,Petrol,yes,2016,GLS 400
Audi,39999,crossover,45000,2,Diesel,yes,2014,Q3
Mercedes-Benz,1999,sedan,400000,2.2,Diesel,no,2000,200
Mercedes-Benz,14300,other,175000,2.2,Diesel,yes,2013,Sprinter 313
Toyota,13500,sedan,139000,2.4,Gas,yes,2008,Camry
Toyota,13300,sedan,104000,2.4,Petrol,yes,2007,Camry
Toyota,8200,hatch,82000,1.3,Petrol,yes,2006,Yaris
Renault,12000,van,137000,1.5,Diesel,yes,2012,Grand Scenic
Renault,2150,vagon,199000,1.9,Diesel,no,2003,Laguna
Toyota,29000,vagon,60000,2.2,Diesel,yes,2013,Rav 4
Mercedes-Benz,9500,van,280000,2.2,Diesel,yes,2005,Vito
Volkswagen,NA,van,146000,2.5,Diesel,yes,2009,T5 (Transporter)
Volkswagen,10600,van,120000,2,Diesel,yes,2007,Touran
Mercedes-Benz,12500,van,238000,2.2,Diesel,yes,2008,Vito
Mitsubishi,10200,crossover,269000,3.2,Diesel,yes,2002,Pajero Wagon
Toyota,NA,crossover,1000,4.5,Diesel,yes,2016,Land Cruiser 200
Mercedes-Benz,50250,sedan,0,2.2,Diesel,yes,2015,E-Class
Volkswagen,8900,van,100000,1.4,Gas,yes,2009,Caddy
Mercedes-Benz,5500,other,220000,2.2,Diesel,yes,2002,Vito
BMW,45500,sedan,42000,2,Diesel,yes,2014,520
Renault,10499,other,146000,2,Diesel,yes,2012,Trafic
Mercedes-Benz,99999,crossover,0,2.99,Diesel,yes,2016,GLE-Class
Renault,9100,van,166000,2,Diesel,yes,2012,Trafic
Mercedes-Benz,24500,sedan,180000,3.2,Diesel,yes,2008,S 320
BMW,63500,crossover,1000,2,Diesel,yes,2016,X5
BMW,3600,sedan,221000,3,Diesel,no,2002,530
Renault,12900,crossover,89000,2.5,Petrol,yes,2010,Koleos
Renault,6400,sedan,51000,1.6,Petrol,yes,2011,Logan
BMW,8800,sedan,287000,3,Petrol,yes,2001,530
Renault,7199,sedan,104000,1.5,Diesel,yes,2010,Symbol
Renault,3300,van,250000,1.5,Diesel,yes,2005,Kangoo
Audi,2400,sedan,305000,2.3,Gas,yes,1989,100
Volkswagen,8400,hatch,60000,1.39,Petrol,yes,2007,Polo
Toyota,NA,crossover,0,4.5,Diesel,yes,2016,Land Cruiser 200
Mitsubishi,7600,sedan,180000,2,Gas,yes,2008,Lancer X
Renault,3800,van,196000,1.9,Diesel,yes,1998,Kangoo
Mercedes-Benz,13100,sedan,160000,3.7,Petrol,yes,2003,S 350
Toyota,21950,crossover,141000,2.7,Gas,yes,2010,Venza
Renault,8800,van,205000,1.9,Diesel,yes,2006,Trafic
Toyota,10500,hatch,17000,1,Petrol,yes,2016,Yaris
Mitsubishi,24000,crossover,20000,2.5,Diesel,yes,2013,Pajero Sport
Toyota,11800,sedan,189000,2.4,Gas,yes,2007,Camry
Mercedes-Benz,20300,sedan,198000,1.8,Gas,yes,2011,E-Class
Toyota,11600,hatch,24000,1.6,Petrol,yes,2009,Auris
Mercedes-Benz,22000,crossover,225000,3.5,Gas,yes,2007,ML 350
Mercedes-Benz,15800,sedan,231000,3.5,Gas,yes,2005,E-Class
Mercedes-Benz,13500,van,97000,2.2,Diesel,yes,2013,Vito
Mitsubishi,16500,crossover,150000,3.5,Gas,yes,2008,Outlander XL
Mercedes-Benz,25000,van,156000,NA,Other,yes,2012,Viano
Volkswagen,40000,other,170000,2,Diesel,yes,2011,Multivan
Mitsubishi,9500,crossover,150000,2,Gas,yes,2007,Outlander
Renault,6300,van,149000,1.5,Other,yes,2011,Kangoo
BMW,4999,sedan,256000,2.5,Diesel,no,2001,525
Toyota,14990,crossover,280000,4.2,Diesel,yes,2000,Land Cruiser 100
Audi,16400,vagon,152000,2,Diesel,yes,2011,A4
